,0,1,2,3,4,5,6
0,0.006985625,0.07070579,0.1427073,0.11882604,0.071795635,0.08679872,0.037598364
1,0.003193162,0.013806861,0.1203479,0.077689886,0.037027366,0.06234799,0.019781938
2,0.000754978,0.011767015,0.13602741,0.06034698,0.019068426,0.056659948,0.011298372
3,0.000894233,-0.03359968,0.14712605,0.05182518,0.010518914,0.067772664,0.015570393
4,0.001563244,-0.0409316,0.17458668,0.06411436,0.022605782,0.039471574,0.014533242
5,0.002505075,0.030099533,0.31847987,0.11254156,0.06715042,0.037569825,-0.002984425
6,0.409308374,0.20430732,0.4273642,0.21806899,0.17589426,0.17611878,0.19265147
7,0.571221231,0.4582907,0.39440215,0.35781586,0.33009782,0.43398052,0.5127339
8,0.637126011,0.5664084,0.26896834,0.39542642,0.34894896,0.502424,0.49348947
9,0.230355776,0.30495963,0.1681557,0.2729626,0.2252272,0.21361339,0.21446331
10,0.06889165,0.030642357,0.121709794,0.09481586,0.07549242,0.05143774,0.048295327
11,0.001627426,0.014781393,0.041932505,0.00553014,-0.00333632,0.004591721,-0.006148612
12,0.001117741,0.011574131,0.046981763,-0.008701954,-0.029746542,0.026422154,-0.000553435
13,0,0.00680526,0.07405302,0.003381014,-0.023417378,0.008942383,0.006873218
14,2.05E-05,-0.028827365,0.15352334,0.014510427,-0.008538524,0.003219872,0.000310531
15,5.40E-05,0.064759135,0.16477206,0.002979502,-0.014689976,0.022107057,0.024640588
16,9.58E-05,0.058696967,0.15919226,-0.001033053,-0.026306534,0.025620652,0.0243102
17,0.0088202,0.18337688,0.44993654,0.17448086,0.16794786,0.21860932,0.22764313
18,0.444697618,0.48217437,0.80266523,0.49225184,0.47156304,0.4154866,0.4667884
19,0.621306451,0.69528836,0.54351896,0.6827334,0.6725994,0.6711281,0.6316796
20,0.734278829,0.61550975,0.30057713,0.5641926,0.5585098,0.60432637,0.55672336
21,0.306985884,0.33415765,0.16064163,0.26021832,0.2403239,0.25161263,0.23510171
22,0.132752045,0.12047459,0.11712097,0.06961847,0.10018185,0.061605174,0.08059772
23,0.011587816,0.03410436,0.03202333,-0.005537543,0.029726252,-0.014485252,0.00116997
24,0.003196111,0.037977673,0.006496664,-0.012796493,-0.006594427,0.000437814,0.001468884
25,0.000779386,0.007938366,0.04098465,0.003173712,-0.023045389,0.010763059,0.00152312
26,0.000709443,-0.025764126,0.13032764,0.017638996,-0.01071153,0.002627517,0.007604195
27,0.000516675,0.025127247,0.17282926,0.019328147,0.006624764,0.014825183,0.011709085
28,0.00694583,0.031273004,0.16400407,-0.013365939,-0.026767785,-0.008520753,0.006247385
29,0.008578956,0.14713417,0.36223206,0.07429021,0.035585858,0.04839183,0.092697345
30,0.33752371,0.37390777,0.74301195,0.3282378,0.30836257,0.3808491,0.46454734
31,0.47798953,0.58898765,0.6059139,0.60819507,0.5848543,0.62977767,0.67746127
32,0.589916349,0.6460214,0.38497034,0.6786297,0.65686244,0.6998659,0.72333306
33,0.268075587,0.46102124,0.2283125,0.5007332,0.45885035,0.43132976,0.38483688
34,0.123715639,0.17566639,0.16451602,0.20467064,0.1679599,0.15596746,0.14081012
35,0.012653229,0.02219338,0.072692744,0.048412405,0.04353775,0.023757447,0.01346839
36,0.006091809,0.004328337,0.034167986,0.014808842,0.005286748,0.025614675,0.008347271
37,0.003556781,-0.026597518,0.062494893,0.017716484,-0.005225027,0.030870315,0.007428261
38,0.000596618,-0.029377293,0.14254044,0.024640001,0.01055648,0.011200893,0.014687067
39,5.40E-05,-0.043113116,0.17085381,0.019814018,0.010241931,0.034616686,0.009169115
40,0.005328367,-0.045066077,0.16315618,-0.002770186,-0.027602667,0.012145127,0.012706442
41,0.018088023,-0.003071435,0.35485944,0.046325848,0.01699934,0.021906033,-0.017986873
42,0.310970208,0.4236368,0.72803277,0.29920498,0.295727,0.30395356,0.31585744
43,0.554489622,0.6249407,0.61374,0.56489235,0.54891646,0.584954,0.62518793
44,0.687563526,0.65122294,0.36936635,0.6784546,0.6525311,0.7549965,0.7834147
45,0.398773253,0.46769878,0.24040192,0.4748548,0.39053193,0.47457322,0.39919987
46,0.154088684,0.21278688,0.1442847,0.19820687,0.1471073,0.15496513,0.14116623
47,0.01240725,0.10282676,0.09609951,0.042221833,0.038231373,0.018221121,0.005825153
48,0.009166229,-0.026134077,0.036874782,0.003209896,0.007837703,0.008876937,0.006503066
49,0.005057064,-0.037286956,0.058922995,0.011488851,0.004507868,0.026034687,0.006076084
50,0.000904938,-0.07892023,0.12869252,0.023128983,0.011503225,0.003626782,0.013792528
51,0.002092102,-0.084224656,0.15601581,0.022820212,0.017950958,0.018389303,0.004367394
52,0.010794262,-0.062329594,0.16136488,-0.000409447,-0.012605721,0.009372213,0.013509458
53,0.024076533,0.071780026,0.40636715,0.05295384,0.02285341,0.033975516,0.006936258
54,0.439322466,0.3743602,0.7690021,0.29096302,0.2834849,0.34831777,0.36884916
55,0.730751566,0.7240328,0.61856514,0.5931114,0.5836212,0.67312294,0.73386633
56,0.838047261,0.69748265,0.38059297,0.6701796,0.64252645,0.789514,0.8460057
57,0.428353331,0.42158827,0.25810835,0.4527361,0.38417187,0.43121594,0.3932466
58,0.139681358,0.16818145,0.17066374,0.16509733,0.1400426,0.12705614,0.14696147
59,0.021413968,0.1174881,0.062756136,0.049771547,0.06714983,0.014253455,0.016390594
60,0.014671058,0.048708074,0.014944512,0.027438976,0.037626117,0.029834282,0.014018705
61,0.003211772,0.002781101,0.043202315,0.03645383,0.025203554,0.031387318,0.011173779
62,0.001634019,-0.06432819,0.13462125,0.04046087,0.012089228,0.010499085,0.00878912
63,0.003297153,-0.038902674,0.16816804,0.036606755,0.022265648,0.02320053,0.004765993
64,0.007796691,-0.044063527,0.11864194,0.004228622,-0.009876931,0.015145923,0.014821185
65,0.011839105,0.07296551,0.3073748,0.054419912,0.002650833,0.054777306,0.02954713
66,0.422357199,0.2997189,0.8081396,0.2695997,0.22671631,0.30590555,0.36479813
67,0.606166763,0.7112832,0.9595239,0.6213142,0.597042,0.68395036,0.77556777
